Datetime (Local),Price (EUR/MWhe)
7320 ,118.33
7321 ,84.45
7322 ,94.73
7323 ,95.3
7324 ,67.16
7325 ,63.8
7326 ,102.09
7327 ,116.47
7328 ,139.55
7329 ,152.29
7330 ,129
7331 ,115.3
7332 ,106.3
7333 ,105.33
7334 ,103.54
7335 ,107.74
7336 ,107.28
7337 ,125.72
7338 ,166.29
7339 ,180
7340 ,177.65
7341 ,131.38
7342 ,119.13
7343 ,113.1
7344 ,107
7345 ,120
7346 ,104.11
7347 ,98.7
7348 ,91.96
7349 ,74.33
7350 ,92.52
7351 ,97.56
7352 ,110.81
7353 ,130
7354 ,120.46
7355 ,109.41
7356 ,112.1
7357 ,125.5
7358 ,129.07
7359 ,133.3
7360 ,139.44
7361 ,139.22
7362 ,144.11
7363 ,173.52
7364 ,155.33
7365 ,137.41
7366 ,132.2
7367 ,128.49
7368 ,113.72
7369 ,151.15
7370 ,147.25
7371 ,146.15
7372 ,135.3
7373 ,122.13
7374 ,135.27
7375 ,174.79
7376 ,206.05
7377 ,215.15
7378 ,209.9
7379 ,204.96
7380 ,197.35
7381 ,194.79
7382 ,189.01
7383 ,191.94
7384 ,205.17
7385 ,207.98
7386 ,239.99
7387 ,240.55
7388 ,217.74
7389 ,195.58
7390 ,187
7391 ,179.8
7392 ,172.85
7393 ,150.59
7394 ,158.94
7395 ,138.99
7396 ,130.65
7397 ,130.65
7398 ,135
7399 ,147.4
7400 ,142.2
7401 ,142.82
7402 ,144.35
7403 ,137.12
7404 ,128.4
7405 ,125.56
7406 ,115.12
7407 ,126.88
7408 ,138.03
7409 ,151.24
7410 ,166.93
7411 ,170
7412 ,163.29
7413 ,149.99
7414 ,148.49
7415 ,129
7416 ,114.72
7417 ,138.34
7418 ,130.36
7419 ,110.94
7420 ,96.09
7421 ,85.7
7422 ,96.09
7423 ,96.11
7424 ,102.04
7425 ,98.87
7426 ,92.61
7427 ,90.93
7428 ,94.24
7429 ,92.1
7430 ,95.16
7431 ,96.4
7432 ,97.38
7433 ,103.99
7434 ,134.08
7435 ,155.61
7436 ,144.59
7437 ,116.62
7438 ,106.5
7439 ,123.2
7440 ,86.6
7441 ,142.95
7442 ,103.8
7443 ,103.2
7444 ,102.65
7445 ,100.89
7446 ,105.09
7447 ,131.34
7448 ,154.31
7449 ,159.93
7450 ,146.2
7451 ,103.8
7452 ,102.65
7453 ,100.32
7454 ,97.68
7455 ,98.87
7456 ,151.61
7457 ,115
7458 ,165.3
7459 ,167.64
7460 ,163.45
7461 ,149.54
7462 ,125.53
7463 ,103.61
7464 ,102
7465 ,96.03
7466 ,88.01
7467 ,85.76
7468 ,79.76
7469 ,72.25
7470 ,88.01
7471 ,96.1
7472 ,132.61
7473 ,138.16
7474 ,120.81
7475 ,113.87
7476 ,99.5
7477 ,96.58
7478 ,98
7479 ,100.75
7480 ,125.97
7481 ,131.28
7482 ,145
7483 ,159.69
7484 ,158.9
7485 ,147.78
7486 ,119.17
7487 ,129.22
7488 ,112.26
7489 ,107.35
7490 ,101.75
7491 ,100.41
7492 ,97.27
7493 ,97.27
7494 ,100
7495 ,124.06
7496 ,153.89
7497 ,165.58
7498 ,152.83
7499 ,135.17
7500 ,130.71
7501 ,126.82
7502 ,123.64
7503 ,145.6
7504 ,155.67
7505 ,159.25
7506 ,195.87
7507 ,205.29
7508 ,190
7509 ,160.39
7510 ,148.51
7511 ,131.27
7512 ,124.96
7513 ,119.28
7514 ,114.52
7515 ,109.91
7516 ,106.61
7517 ,105.63
7518 ,118.37
7519 ,159.49
7520 ,190.18
7521 ,208.09
7522 ,206.04
7523 ,167.65
7524 ,185.92
7525 ,115.8
7526 ,113.75
7527 ,143.82
7528 ,161.33
7529 ,197.19
7530 ,213.53
7531 ,206.89
7532 ,199.39
7533 ,190.38
7534 ,167.9
7535 ,139.92
7536 ,134.14
7537 ,139.05
7538 ,135.29
7539 ,126.06
7540 ,109.23
7541 ,104
7542 ,108.74
7543 ,117
7544 ,139.39
7545 ,152.99
7546 ,127.47
7547 ,113.3
7548 ,125.56
7549 ,124.93
7550 ,114.22
7551 ,134.74
7552 ,164.36
7553 ,151.34
7554 ,197.22
7555 ,208.22
7556 ,180.11
7557 ,158.85
7558 ,136.09
7559 ,132.41
7560 ,122.79
7561 ,138.86
7562 ,134.21
7563 ,130.01
7564 ,126.8
7565 ,129.44
7566 ,129.68
7567 ,158
7568 ,172.29
7569 ,165.05
7570 ,165.94
7571 ,139.26
7572 ,130.89
7573 ,134.48
7574 ,137.45
7575 ,145.28
7576 ,108.69
7577 ,119.01
7578 ,220
7579 ,238
7580 ,199.71
7581 ,177.44
7582 ,162.18
7583 ,155.88
7584 ,158.69
7585 ,168.8
7586 ,152.21
7587 ,143
7588 ,127
7589 ,134.07
7590 ,135.29
7591 ,135.29
7592 ,150.75
7593 ,155.96
7594 ,133.35
7595 ,123.66
7596 ,138.7
7597 ,135
7598 ,127.2
7599 ,139.47
7600 ,143.42
7601 ,152.39
7602 ,192.56
7603 ,198.31
7604 ,170.23
7605 ,158.26
7606 ,150.8
7607 ,155.57
7608 ,136.87
7609 ,157.96
7610 ,140.93
7611 ,127.66
7612 ,124.52
7613 ,115.99
7614 ,144.92
7615 ,176.84
7616 ,241.31
7617 ,251.6
7618 ,246.1
7619 ,234.91
7620 ,230.08
7621 ,203.07
7622 ,196.21
7623 ,207.32
7624 ,213.23
7625 ,214.74
7626 ,256.25
7627 ,255.08
7628 ,239.19
7629 ,225.02
7630 ,168.45
7631 ,158.98
7632 ,154.37
7633 ,144.85
7634 ,136.36
7635 ,136
7636 ,118.79
7637 ,119.2
7638 ,138.26
7639 ,165.83
7640 ,213.32
7641 ,229.26
7642 ,215.53
7643 ,203.26
7644 ,202.4
7645 ,193.46
7646 ,207.61
7647 ,224.13
7648 ,224.08
7649 ,218.61
7650 ,224.43
7651 ,219.36
7652 ,231.63
7653 ,186.85
7654 ,174.27
7655 ,154.75
7656 ,141.24
7657 ,113.41
7658 ,103.26
7659 ,114.5
7660 ,96.1
7661 ,86.48
7662 ,106.34
7663 ,160.4
7664 ,220.53
7665 ,258.65
7666 ,228.89
7667 ,210.25
7668 ,202.52
7669 ,201.74
7670 ,194.22
7671 ,209.54
7672 ,229.44
7673 ,244.85
7674 ,261.15
7675 ,240.81
7676 ,217.86
7677 ,172.62
7678 ,134.13
7679 ,110.28
7680 ,86.02
7681 ,99.57
7682 ,75.77
7683 ,77.04
7684 ,37.06
7685 ,47.95
7686 ,69.98
7687 ,143.59
7688 ,135.7
7689 ,161.77
7690 ,189.32
7691 ,188.06
7692 ,173.59
7693 ,161.55
7694 ,156.91
7695 ,178.74
7696 ,179.2
7697 ,184.58
7698 ,254.37
7699 ,264.7
7700 ,285.1
7701 ,215.29
7702 ,156.36
7703 ,181.27
7704 ,203.01
7705 ,214.21
7706 ,171.81
7707 ,142.46
7708 ,121.08
7709 ,128.06
7710 ,155.79
7711 ,209.47
7712 ,285
7713 ,288.26
7714 ,262.79
7715 ,252.9
7716 ,249.92
7717 ,241.36
7718 ,235.51
7719 ,259.52
7720 ,277.67
7721 ,287.73
7722 ,303.27
7723 ,310.23
7724 ,325.54
7725 ,281.4
7726 ,261
7727 ,239.99
7728 ,239.1
7729 ,195
7730 ,209.91
7731 ,195.08
7732 ,168
7733 ,144.06
7734 ,150.02
7735 ,149.93
7736 ,211.32
7737 ,205.7
7738 ,215.07
7739 ,242.73
7740 ,205.05
7741 ,188.6
7742 ,192.8
7743 ,213.34
7744 ,227.11
7745 ,243.39
7746 ,281.98
7747 ,287.29
7748 ,260.7
7749 ,240
7750 ,232
7751 ,218.94
7752 ,205.01
7753 ,204.12
7754 ,193.1
7755 ,189.66
7756 ,181.46
7757 ,170.66
7758 ,175.88
7759 ,180.08
7760 ,194.19
7761 ,200.03
7762 ,215.03
7763 ,212.03
7764 ,217.99
7765 ,210.05
7766 ,198.85
7767 ,205.15
7768 ,224.6
7769 ,241.95
7770 ,267.37
7771 ,273
7772 ,266.44
7773 ,244.9
7774 ,215.1
7775 ,212.03
7776 ,172.21
7777 ,141.21
7778 ,143.87
7779 ,153.83
7780 ,148.58
7781 ,159.57
7782 ,168.48
7783 ,268.52
7784 ,295.72
7785 ,324.05
7786 ,302.72
7787 ,287.52
7788 ,288.87
7789 ,274.4
7790 ,276.12
7791 ,291.69
7792 ,303.2
7793 ,300.83
7794 ,321.15
7795 ,315.41
7796 ,285.08
7797 ,253.01
7798 ,220
7799 ,199.93
7800 ,156.01
7801 ,122.28
7802 ,115.77
7803 ,99.97
7804 ,82.3
7805 ,88.42
7806 ,105.74
7807 ,163.01
7808 ,233.87
7809 ,250.29
7810 ,237.99
7811 ,242.2
7812 ,244.8
7813 ,246.08
7814 ,252.39
7815 ,258.96
7816 ,260.06
7817 ,255.9
7818 ,284.96
7819 ,294.9
7820 ,286.61
7821 ,254.04
7822 ,243.66
7823 ,219.44
7824 ,194.12
7825 ,175.04
7826 ,162.9
7827 ,135.02
7828 ,124.45
7829 ,127.95
7830 ,167.65
7831 ,209.29
7832 ,258.46
7833 ,268.55
7834 ,231.19
7835 ,201.97
7836 ,186.16
7837 ,184.48
7838 ,174.47
7839 ,186.74
7840 ,190.97
7841 ,212
7842 ,226.84
7843 ,226.94
7844 ,227.69
7845 ,173.16
7846 ,158.69
7847 ,148.55
7848 ,125.34
7849 ,143.14
7850 ,121.29
7851 ,116.1
7852 ,112.02
7853 ,115.3
7854 ,155.38
7855 ,214.89
7856 ,294.56
7857 ,316.63
7858 ,294.94
7859 ,295.02
7860 ,289.9
7861 ,271.52
7862 ,269.56
7863 ,269.54
7864 ,300.97
7865 ,301.04
7866 ,323.4
7867 ,300.6
7868 ,286.12
7869 ,261.56
7870 ,229.94
7871 ,217.1
7872 ,190.96
7873 ,187.67
7874 ,175.19
7875 ,163.07
7876 ,151.82
7877 ,157.88
7878 ,183.53
7879 ,238.42
7880 ,302.5
7881 ,325.06
7882 ,308.02
7883 ,281.42
7884 ,272.58
7885 ,264.1
7886 ,273.55
7887 ,290.12
7888 ,310.42
7889 ,327.36
7890 ,349.9
7891 ,337.95
7892 ,324.42
7893 ,277.23
7894 ,266.32
7895 ,269.92
7896 ,226.03
7897 ,212.77
7898 ,210.7
7899 ,222.8
7900 ,200
7901 ,197.99
7902 ,211.94
7903 ,214.94
7904 ,228.07
7905 ,264.96
7906 ,279.86
7907 ,257.83
7908 ,253.42
7909 ,249.99
7910 ,237.75
7911 ,257.61
7912 ,264.02
7913 ,288.2
7914 ,315.92
7915 ,306.1
7916 ,270.08
7917 ,232.22
7918 ,213.37
7919 ,200
7920 ,173.69
7921 ,144.88
7922 ,135
7923 ,122.01
7924 ,99.4
7925 ,99.4
7926 ,105.64
7927 ,129.06
7928 ,138.66
7929 ,144.22
7930 ,159.13
7931 ,173.27
7932 ,195.3
7933 ,193.24
7934 ,191.7
7935 ,198.01
7936 ,201.16
7937 ,200.33
7938 ,221.89
7939 ,250.53
7940 ,232.61
7941 ,202.56
7942 ,197.19
7943 ,199.78
7944 ,214.43
7945 ,248.98
7946 ,165.43
7947 ,203.85
7948 ,172.16
7949 ,164.78
7950 ,198.17
7951 ,267.36
7952 ,335.89
7953 ,365.15
7954 ,367.7
7955 ,370
7956 ,365.91
7957 ,360.1
7958 ,367.2
7959 ,383.91
7960 ,397.91
7961 ,393.24
7962 ,415.58
7963 ,415.7
7964 ,428.45
7965 ,375
7966 ,312
7967 ,294.98
7968 ,282.9
7969 ,271.7
7970 ,267.9
7971 ,255.38
7972 ,226.38
7973 ,235.32
7974 ,271.44
7975 ,295.71
7976 ,396.22
7977 ,444.92
7978 ,445.32
7979 ,445.91
7980 ,435.6
7981 ,418.05
7982 ,424.26
7983 ,446.38
7984 ,450.7
7985 ,460.04
7986 ,501.1
7987 ,486.86
7988 ,463.82
7989 ,400
7990 ,334.9
7991 ,297.66
7992 ,282.27
7993 ,297.41
7994 ,285.08
7995 ,276.11
7996 ,260.55
7997 ,267.63
7998 ,290
7999 ,330.9
8000 ,434.43
8001 ,478.1
8002 ,478.6
8003 ,474.71
8004 ,482.52
8005 ,449.99
8006 ,450.47
8007 ,464.24
8008 ,458.76
8009 ,478.4
8010 ,503.55
8011 ,495.2
8012 ,465.14
8013 ,422.61
8014 ,344
8015 ,316.78
8016 ,309.36
8017 ,292.01
8018 ,290.79
8019 ,283.65
8020 ,273.3
8021 ,270.74
8022 ,283.31
8023 ,341.33
8024 ,440.5
8025 ,459.89
8026 ,457.65
8027 ,441.57
8028 ,437.93
8029 ,427.31
8030 ,437.37
8031 ,451.52
8032 ,457.71
8033 ,456.93
8034 ,484.07
8035 ,469.79
8036 ,457.89
8037 ,427.77
8038 ,379.49
8039 ,340.3
8040 ,321
8041 ,334.26
8042 ,324.08
8043 ,310.5
8044 ,298.53
8045 ,300.72
8046 ,317.62
8047 ,366.02
8048 ,434.72
8049 ,450.15
8050 ,460.7
8051 ,437.44
8052 ,431.9
8053 ,420.14
8054 ,395.15
8055 ,429.61
8056 ,440.67
8057 ,419.13
8058 ,406.23
8059 ,409.26
8060 ,403.8
8061 ,410.6
8062 ,347.96
8063 ,353.45
8064 ,334
8065 ,311.24
8066 ,277.92
8067 ,287.47
8068 ,253.54
8069 ,238.67
8070 ,251.81
8071 ,272.1
8072 ,315.39
8073 ,325.44
8074 ,349.95
8075 ,331
8076 ,330.07
8077 ,322.77
8078 ,316.06
8079 ,315.91
8080 ,315.91
8081 ,331
8082 ,358.73
8083 ,355.4
8084 ,331
8085 ,310.48
8086 ,289.9
8087 ,299
8088 ,297.1
8089 ,302.08
8090 ,293.86
8091 ,287.55
8092 ,257
8093 ,235.98
8094 ,230.51
8095 ,237
8096 ,289
8097 ,289
8098 ,300
8099 ,306.64
8100 ,318.31
8101 ,318.48
8102 ,306.33
8103 ,306.21
8104 ,308.24
8105 ,325.06
8106 ,370.1
8107 ,400
8108 ,392.4
8109 ,375
8110 ,313.23
8111 ,308.32
8112 ,302.3
8113 ,293.51
8114 ,295.01
8115 ,295.8
8116 ,268.6
8117 ,290
8118 ,290.9
8119 ,329.72
8120 ,392.96
8121 ,439.6
8122 ,426.18
8123 ,414.71
8124 ,433.5
8125 ,404.91
8126 ,392.96
8127 ,413.46
8128 ,429.91
8129 ,430.67
8130 ,444.98
8131 ,455.21
8132 ,452.19
8133 ,393.73
8134 ,333.11
8135 ,324.56
8136 ,310.62
8137 ,319.86
8138 ,318.59
8139 ,310.89
8140 ,300.95
8141 ,287.38
8142 ,309.23
8143 ,366.52
8144 ,465.15
8145 ,541.27
8146 ,520.62
8147 ,489.47
8148 ,497.15
8149 ,463.06
8150 ,448.75
8151 ,458.3
8152 ,482.44
8153 ,490.74
8154 ,479.4
8155 ,490.79
8156 ,486.29
8157 ,448.54
8158 ,349.66
8159 ,348.61
8160 ,369
8161 ,350.38
8162 ,352.98
8163 ,373.14
8164 ,328.64
8165 ,288.03
8166 ,338.88
8167 ,461.16
8168 ,472.37
8169 ,532
8170 ,498.57
8171 ,453.96
8172 ,439.18
8173 ,417.98
8174 ,397.74
8175 ,413.88
8176 ,436.74
8177 ,454.07
8178 ,545.05
8179 ,544.37
8180 ,567.8
8181 ,453.98
8182 ,395.4
8183 ,399
8184 ,394.55
8185 ,357.39
8186 ,331.11
8187 ,322.35
8188 ,304.66
8189 ,296.35
8190 ,304.8
8191 ,372.84
8192 ,478.03
8193 ,472.72
8194 ,482.1
8195 ,475.59
8196 ,463.53
8197 ,445.2
8198 ,445.06
8199 ,453.83
8200 ,456.99
8201 ,462.92
8202 ,498.21
8203 ,508.91
8204 ,504.34
8205 ,462.52
8206 ,386.54
8207 ,376.13
8208 ,354.55
8209 ,362.64
8210 ,334.86
8211 ,318.48
8212 ,314.69
8213 ,309.28
8214 ,321.19
8215 ,377.71
8216 ,463.66
8217 ,548.86
8218 ,521.72
8219 ,520.67
8220 ,524.42
8221 ,481.1
8222 ,470
8223 ,476.44
8224 ,507.56
8225 ,557.98
8226 ,507.91
8227 ,524.07
8228 ,561.9
8229 ,502.07
8230 ,419.2
8231 ,448.37
8232 ,381.55
8233 ,336.74
8234 ,338.87
8235 ,331.36
8236 ,309.1
8237 ,293.35
8238 ,304.99
8239 ,309.36
8240 ,336.37
8241 ,350
8242 ,396.61
8243 ,419.33
8244 ,412.38
8245 ,398.1
8246 ,375.9
8247 ,377.07
8248 ,393.5
8249 ,420.59
8250 ,449.92
8251 ,442.7
8252 ,451.1
8253 ,379.66
8254 ,348.25
8255 ,354.68
8256 ,354.92
8257 ,310.47
8258 ,304.83
8259 ,298.7
8260 ,284.08
8261 ,279.9
8262 ,277.66
8263 ,286.55
8264 ,303.65
8265 ,305.55
8266 ,322.05
8267 ,334.17
8268 ,344.14
8269 ,348.45
8270 ,324.74
8271 ,328.21
8272 ,336.51
8273 ,361.6
8274 ,413.94
8275 ,435.64
8276 ,415.95
8277 ,387.12
8278 ,335.35
8279 ,336.9
8280 ,316.8
8281 ,318.45
8282 ,305.83
8283 ,308.93
8284 ,297.12
8285 ,303.49
8286 ,319.38
8287 ,392.24
8288 ,505
8289 ,658.6
8290 ,753
8291 ,510.16
8292 ,497.62
8293 ,494.79
8294 ,510.52
8295 ,514.37
8296 ,535.78
8297 ,558.04
8298 ,603.29
8299 ,620.33
8300 ,549.6
8301 ,491.82
8302 ,408.9
8303 ,369.62
8304 ,344.87
8305 ,313.13
8306 ,308.26
8307 ,295.35
8308 ,284.66
8309 ,287.42
8310 ,316.07
8311 ,368.9
8312 ,499.7
8313 ,571.76
8314 ,553.29
8315 ,550.1
8316 ,552.55
8317 ,501.52
8318 ,506.03
8319 ,552.71
8320 ,570.25
8321 ,590
8322 ,665.01
8323 ,628.82
8324 ,541.99
8325 ,499.74
8326 ,413
8327 ,371.78
8328 ,381
8329 ,346.85
8330 ,321
8331 ,324.94
8332 ,289.36
8333 ,292.79
8334 ,312.14
8335 ,368.82
8336 ,494.97
8337 ,539.99
8338 ,569.72
8339 ,565.18
8340 ,568.01
8341 ,511.08
8342 ,501.34
8343 ,514.95
8344 ,528.53
8345 ,545
8346 ,590
8347 ,557
8348 ,520.57
8349 ,487.9
8350 ,396.67
8351 ,351.72
8352 ,336.28
8353 ,305.83
8354 ,295.7
8355 ,289.35
8356 ,271.39
8357 ,274.14
8358 ,292.14
8359 ,346.39
8360 ,460.59
8361 ,490.03
8362 ,489.66
8363 ,474.55
8364 ,467.94
8365 ,433.51
8366 ,426.68
8367 ,455.05
8368 ,469.93
8369 ,485.03
8370 ,500
8371 ,499.91
8372 ,485.53
8373 ,439.9
8374 ,367.72
8375 ,365.76
8376 ,314
8377 ,296.3
8378 ,287.69
8379 ,280
8380 ,269.83
8381 ,277.87
8382 ,290
8383 ,337.6
8384 ,454.07
8385 ,543.49
8386 ,561.08
8387 ,543.23
8388 ,537.39
8389 ,481.35
8390 ,456.87
8391 ,461.5
8392 ,465.14
8393 ,478.55
8394 ,505
8395 ,489.99
8396 ,467.78
8397 ,408.77
8398 ,339.57
8399 ,317.04
8400 ,305.4
8401 ,290.24
8402 ,272.07
8403 ,267.74
8404 ,253.32
8405 ,245.47
8406 ,240
8407 ,244.54
8408 ,266.59
8409 ,291.49
8410 ,299.81
8411 ,302.13
8412 ,291.44
8413 ,270.07
8414 ,259.15
8415 ,268.99
8416 ,283.5
8417 ,305.13
8418 ,335.42
8419 ,335.42
8420 ,330
8421 ,291.09
8422 ,261.69
8423 ,280
8424 ,273.86
8425 ,260.6
8426 ,264
8427 ,260.5
8428 ,258.3
8429 ,219
8430 ,196.56
8431 ,183.41
8432 ,229.23
8433 ,222.94
8434 ,255.8
8435 ,226.51
8436 ,255
8437 ,280.39
8438 ,224.43
8439 ,229.5
8440 ,239.86
8441 ,238.2
8442 ,254.92
8443 ,252
8444 ,215.4
8445 ,294.05
8446 ,163.08
8447 ,190.7
8448 ,118.06
8449 ,123.57
8450 ,108.64
8451 ,94.83
8452 ,77.24
8453 ,77.47
8454 ,109.11
8455 ,177.01
8456 ,240.03
8457 ,250.33
8458 ,250.46
8459 ,248.85
8460 ,247.05
8461 ,248.7
8462 ,245.8
8463 ,249.43
8464 ,251.72
8465 ,252.15
8466 ,253.43
8467 ,260.14
8468 ,254.67
8469 ,218.73
8470 ,193.68
8471 ,166.33
8472 ,207.23
8473 ,108.19
8474 ,92.41
8475 ,92.45
8476 ,76.35
8477 ,81.94
8478 ,100.96
8479 ,154.66
8480 ,203.4
8481 ,225.55
8482 ,237.6
8483 ,228.4
8484 ,233
8485 ,224.21
8486 ,218.11
8487 ,233.42
8488 ,235.24
8489 ,234.02
8490 ,278.59
8491 ,310.14
8492 ,289.24
8493 ,275.77
8494 ,229.49
8495 ,233.11
8496 ,226.9
8497 ,186.78
8498 ,178.85
8499 ,179.25
8500 ,167.93
8501 ,168.96
8502 ,180
8503 ,218.89
8504 ,253.73
8505 ,273
8506 ,269.82
8507 ,251.71
8508 ,248.24
8509 ,239.07
8510 ,233.54
8511 ,241.71
8512 ,230.2
8513 ,227.44
8514 ,246.67
8515 ,235.9
8516 ,226.28
8517 ,215.86
8518 ,194.9
8519 ,188.24
8520 ,162.21
8521 ,158.85
8522 ,144.97
8523 ,139.84
8524 ,129.45
8525 ,106.32
8526 ,155.92
8527 ,183.86
8528 ,224.72
8529 ,224.4
8530 ,225.62
8531 ,226.69
8532 ,224.76
8533 ,224.55
8534 ,217.32
8535 ,213.78
8536 ,213.42
8537 ,216.32
8538 ,236.11
8539 ,232
8540 ,221.89
8541 ,211.7
8542 ,188.86
8543 ,178.24
8544 ,173.14
8545 ,148.72
8546 ,148.72
8547 ,146.39
8548 ,137.87
8549 ,141
8550 ,148.55
8551 ,169.45
8552 ,189.19
8553 ,217
8554 ,222.2
8555 ,225.09
8556 ,184.95
8557 ,191.33
8558 ,149.1
8559 ,165.96
8560 ,149.7
8561 ,152.66
8562 ,212.01
8563 ,209.93
8564 ,198.44
8565 ,181.34
8566 ,152.11
8567 ,148.74
8568 ,119.9
8569 ,81.2
8570 ,50.4
8571 ,50
8572 ,32.52
8573 ,36
8574 ,48.48
8575 ,57.53
8576 ,98.2
8577 ,122.2
8578 ,145.87
8579 ,144.57
8580 ,142.78
8581 ,138.8
8582 ,142.48
8583 ,151.03
8584 ,160.08
8585 ,163.05
8586 ,169.51
8587 ,157.84
8588 ,145.05
8589 ,129.67
8590 ,120
8591 ,116.7
8592 ,110.78
8593 ,120.28
8594 ,112.11
8595 ,106.65
8596 ,90.84
8597 ,85.7
8598 ,85.65
8599 ,85.64
8600 ,92.7
8601 ,110.1
8602 ,113.28
8603 ,122.34
8604 ,121.63
8605 ,101.62
8606 ,95.6
8607 ,93.58
8608 ,110.08
8609 ,114.58
8610 ,137.12
8611 ,132.56
8612 ,121.5
8613 ,123.34
8614 ,110.72
8615 ,103.56
8616 ,100
8617 ,50.3
8618 ,36.98
8619 ,30.2
8620 ,21.3
8621 ,17.9
8622 ,16.33
8623 ,18.11
8624 ,23.29
8625 ,38.68
8626 ,53.57
8627 ,59.3
8628 ,59
8629 ,54.9
8630 ,55.19
8631 ,58.6
8632 ,60.78
8633 ,80
8634 ,126
8635 ,167.11
8636 ,189.26
8637 ,150
8638 ,139.98
8639 ,154.86
8640 ,132.56
8641 ,84.2
8642 ,91
8643 ,80.02
8644 ,62.09
8645 ,63.2
8646 ,85
8647 ,98.71
8648 ,122.04
8649 ,152.26
8650 ,156.32
8651 ,139.27
8652 ,143.03
8653 ,147.57
8654 ,126.42
8655 ,139.08
8656 ,143.32
8657 ,147.58
8658 ,158.69
8659 ,164.69
8660 ,159.66
8661 ,147.56
8662 ,128.8
8663 ,107.84
8664 ,98.71
8665 ,40.28
8666 ,33.13
8667 ,11.2
8668 ,0.1
8669 ,1.26
8670 ,3.12
8671 ,21.78
8672 ,45.8
8673 ,66.61
8674 ,78.5
8675 ,81.49
8676 ,71.2
8677 ,57.87
8678 ,60.01
8679 ,73.73
8680 ,59.47
8681 ,73.21
8682 ,99.97
8683 ,96.95
8684 ,79.74
8685 ,66.23
8686 ,52.85
8687 ,40.07
8688 ,22.32
8689 ,0.13
8690 ,0.01
8691 ,-0.05
8692 ,-1.44
8693 ,-1.18
8694 ,-0.04
8695 ,1.07
8696 ,4.88
8697 ,21.97
8698 ,36
8699 ,42.27
8700 ,44.57
8701 ,49.02
8702 ,38.77
8703 ,44.82
8704 ,51.12
8705 ,54.7
8706 ,60.67
8707 ,72.28
8708 ,68.39
8709 ,54.18
8710 ,47.42
8711 ,41.15
8712 ,25.91
8713 ,38.97
8714 ,5.09
8715 ,3.09
8716 ,0.65
8717 ,0.57
8718 ,4.88
8719 ,10.93
8720 ,23.89
8721 ,27.74
8722 ,30.95
8723 ,28.64
8724 ,27.34
8725 ,20.84
8726 ,22.83
8727 ,28.58
8728 ,31.6
8729 ,26
8730 ,34.27
8731 ,27.44
8732 ,21.78
8733 ,15
8734 ,4.12
8735 ,4.11
8736 ,4.11
8737 ,1.06
8738 ,0.13
8739 ,0.06
8740 ,0
8741 ,0
8742 ,0
8743 ,0.01
8744 ,0.11
8745 ,1
8746 ,1
8747 ,0.4
8748 ,0.57
8749 ,0.2
8750 ,0.16
8751 ,2.72
8752 ,13.42
8753 ,12.78
8754 ,19.58
8755 ,20.47
8756 ,18.11
8757 ,7.6
8758 ,3.69
8759 ,1.88
8760 ,0.1
